lemma,part_of_speech,synonyms
ectozoan,adjective,epizoan
ecuadorian,noun,Ecuadorian;Ecuadoran
ecuadorian,adjective,Ecuadorian
ecumenic,satellite,oecumenic;ecumenical;oecumenical
ecumenical,satellite,ecumenic;oecumenic;oecumenical|cosmopolitan;oecumenical;general;universal;worldwide;world-wide
edacious,satellite,esurient;rapacious;ravening;ravenous;voracious;wolfish
edematous,satellite,dropsical
edental,satellite,edentate;edentulate
edentate,satellite,edental;edentulate
edentulate,satellite,edental;edentate
edged,verb,edge;inch|border;edge|border;adjoin;edge;abut;march;butt;butt against;butt on|edge
edged,satellite,cutting;stinging
edgy,satellite,high-strung;highly strung;jittery;jumpy;nervy;overstrung;restive;uptight
edible,noun,comestible;eatable;pabulum;victual;victuals
edible,adjective,comestible;eatable
edified,verb,enlighten;edify
edifying,verb,enlighten;edify
edifying,adjective,enlightening
edited,verb,edit;redact|edit|edit;cut;edit out|edit;blue-pencil;delete
edited,satellite,emended
editorial,noun,column;newspaper column
educated,verb,educate|train;develop;prepare;educate|educate;school;train;cultivate;civilize;civilise
educated,satellite,enlightened
edwardian,noun,Edwardian
edwardian,adjective,Edwardian
eerie,satellite,eery
eery,satellite,eerie
effaceable,satellite,erasable
effected,verb,effect;effectuate;set up|effect
effected,satellite,accomplished;established
effective,adjective,effectual;efficacious
effective,satellite,efficient|good;in effect;in force
effectual,adjective,effective;efficacious
effectual,satellite,legal;sound
effeminate,satellite,emasculate;epicene;cissy;sissified;sissyish;sissy
efferent,noun,motor nerve;efferent nerve
efferent,adjective,motorial
effervescent,adjective,sparkling
effervescent,satellite,bubbling;frothy;scintillating;sparkly
effervescing,verb,foam;froth;fizz;effervesce;sparkle;form bubbles
effervescing,satellite,bubbling;bubbly;foaming;foamy;frothy;spumy
effete,satellite,decadent
efficacious,adjective,effective;effectual
efficient,satellite,effective
efflorescent,satellite,abloom
effluent,noun,wastewater;sewer water
effluent,satellite,outflowing
effortless,satellite,casual
effulgent,satellite,beaming;beamy;radiant;refulgent
effusive,satellite,burbling;burbly;gushing|gushing;gushy
egalitarian,noun,equalitarian
egalitarian,satellite,classless
egg-producing,satellite,young-bearing
egg-shaped,satellite,elliptic;elliptical;oval;oval-shaped;ovate;oviform;ovoid;prolate
egocentric,noun,egoist
egocentric,adjective,egoistic;egoistical;self-centered;self-centred
egoistic,adjective,egoistical;egocentric;self-centered;self-centred
egoistical,adjective,egoistic;egocentric;self-centered;self-centred
egotistic,satellite,egotistical;narcissistic;self-loving|conceited;egotistical;self-conceited;swollen;swollen-headed;vain
egotistical,satellite,egotistic;narcissistic;self-loving|conceited;egotistic;self-conceited;swollen;swollen-headed;vain
egregious,satellite,crying;flagrant;glaring;gross;rank
egyptian,noun,Egyptian|Egyptian
egyptian,adjective,Egyptian
eight,noun,8;VIII;eighter;eighter from Decatur;octad;ogdoad;octonary;octet|Ashcan School;Eight|eight-spot
eight,satellite,8;viii
eight-fold,satellite,octuple;eightfold
eight-membered,satellite,8-membered
eighteen,noun,18;XVIII
eighteen,satellite,18;xviii
eighteenth,satellite,18th
eightfold,satellite,octuple;eight-fold
eighth,noun,one-eighth
eighth,satellite,8th
eightieth,satellite,80th
eighty,noun,80;LXXX;fourscore
eighty,satellite,80;lxxx;fourscore
eighty-eight,satellite,88;lxxxviii
eighty-fifth,satellite,85th
eighty-five,satellite,85;lxxxv
eighty-four,satellite,84;lxxxiv
eighty-nine,satellite,89;ixc
eighty-one,satellite,81;lxxxi
eighty-seven,satellite,87;lxxxvii
eighty-six,satellite,86;lxxxvi
eighty-three,satellite,83;lxxxiii
eighty-two,satellite,82;lxxxii
einsteinian,adjective,Einsteinian
elaborate,verb,lucubrate;expatiate;exposit;enlarge;flesh out;expand;expound;dilate|complicate;refine;rarify|work out
elaborate,satellite,luxuriant|detailed;elaborated
elaborated,verb,elaborate;lucubrate;expatiate;exposit;enlarge;flesh out;expand;expound;dilate|elaborate|complicate;refine;rarify;elaborate|elaborate;work out
elaborated,satellite,detailed;elaborate
elapsed,verb,elapse;lapse;pass;slip by;glide by;slip away;go by;slide by;go along
elastic,noun,rubber band;elastic band
elastic,satellite,flexible;pliable;pliant
elasticised,satellite,elasticized
elasticized,satellite,elasticised
elated,verb,elate;lift up;uplift;pick up;intoxicate
elated,satellite,gleeful;joyful;jubilant
elating,verb,elate;lift up;uplift;pick up;intoxicate
elating,satellite,exhilarating
elder,noun,senior|elderberry bush
elder,satellite,older;sr.
elderly,noun,aged
elderly,satellite,aged;older;senior
eldest,noun,firstborn
eldest,satellite,firstborn
eldritch,satellite,weird;uncanny;unearthly
elect,noun,chosen
elect,satellite,elite
elected,verb,elect|elect
elected,adjective,elective
elective,noun,elective course
elective,adjective,elected
electric,noun,electric automobile;electric car
electric,adjective,electrical
electric,satellite,galvanic;galvanizing;galvanising
electrical,adjective,electric
electrifying,verb,electrify|electrify|electrify;wire
electrifying,satellite,thrilling
electrolytic,noun,electrolytic capacitor;electrolytic condenser
electronegative,satellite,negative;negatively charged
electroneutral,satellite,neutral
electrophoretic,adjective,cataphoretic
electropositive,satellite,positive;positively charged
electrostatic,adjective,static
eleemosynary,satellite,beneficent;benevolent;philanthropic
elegant,satellite,graceful;refined
elemental,satellite,elementary;primary
elementary,satellite,simple;uncomplicated;unproblematic|elemental;primary
elephantine,satellite,gargantuan;giant;jumbo
elevated,noun,elevated railway;elevated railroad;el;overhead railway
elevated,verb,promote;upgrade;advance;kick upstairs;raise;elevate|raise;lift;elevate;get up;bring up|lift;raise;elevate
elevated,satellite,exalted;sublime;grand;high-flown;high-minded;lofty;rarefied;rarified;idealistic;noble-minded|raised
eleven,noun,11;XI|football team
eleven,satellite,11;xi
eleventh,satellite,11th
elfin,satellite,fey|elflike|elfish;elvish
elfish,satellite,elfin;elvish
elflike,satellite,elfin
elicited,verb,arouse;elicit;enkindle;kindle;evoke;fire;raise;provoke|educe;evoke;elicit;extract;draw out|elicit
elicited,satellite,evoked
elite,noun,elite group
elite,satellite,elect
elizabethan,noun,Elizabethan
elizabethan,adjective,Elizabethan
ellipsoid,satellite,ellipsoidal;spheroidal
ellipsoidal,satellite,ellipsoid;spheroidal
elliptic,satellite,egg-shaped;elliptical;oval;oval-shaped;ovate;oviform;ovoid;prolate|elliptical
elliptical,satellite,egg-shaped;elliptic;oval;oval-shaped;ovate;oviform;ovoid;prolate|elliptic
elongate,verb,stretch
elongate,satellite,linear|elongated
elongated,verb,elongate;stretch
elongated,satellite,extended;lengthened;prolonged|elongate
eloquent,satellite,facile;fluent;silver;silver-tongued;smooth-spoken
elucidative,satellite,clarifying
elusive,satellite,subtle|baffling;knotty;problematic;problematical;tough
elvish,satellite,elfin;elfish
elysian,satellite,divine;inspired
emaciated,verb,waste;emaciate;macerate|emaciate
emaciated,satellite,bony;cadaverous;gaunt;haggard;pinched;skeletal;wasted
emancipated,verb,emancipate;liberate|manumit;emancipate
emancipated,satellite,liberated
emasculate,verb,castrate|castrate;demasculinize;demasculinise
emasculate,satellite,effeminate;epicene;cissy;sissified;sissyish;sissy
emasculated,verb,emasculate;castrate|emasculate;castrate;demasculinize;demasculinise
emasculated,satellite,cut;gelded
embarrassed,verb,embarrass;abash|obstruct;blockade;block;hinder;stymie;stymy;embarrass
embarrassed,satellite,abashed;chagrined|humiliated;mortified
embarrassing,verb,embarrass;abash|obstruct;blockade;block;hinder;stymie;stymy;embarrass
embarrassing,satellite,awkward;sticky;unenviable|mortifying
embattled,verb,embattle|embattle
embattled,satellite,battlemented;castled;castellated
embedded,verb,implant;engraft;embed;imbed;plant|embed
embezzled,verb,embezzle;defalcate;peculate;misappropriate;malversate
embezzled,satellite,misappropriated
emblematic,satellite,emblematical;symbolic;symbolical|exemplary;typic
emblematical,satellite,emblematic;symbolic;symbolical
embodied,verb,incarnate;body forth;embody;substantiate|embody;be;personify|embody
embodied,satellite,bodied;corporal;corporate;incarnate
emboldened,verb,cheer;hearten;recreate;embolden
embonpoint,noun,plumpness;roundness
embonpoint,satellite,chubby;plump
embossed,verb,emboss;boss;stamp
embossed,satellite,brocaded;raised
embroiled,verb,embroil;tangle;sweep;sweep up;drag;drag in
embroiled,satellite,entangled
embryologic,satellite,embryonic;embryonal
embryonal,satellite,embryonic;embryologic
embryonic,satellite,embryologic;embryonal|embryotic
embryotic,satellite,embryonic
emended,verb,emend
emended,satellite,edited
emergent,satellite,emerging
emerging,verb,emerge|issue;emerge;come out;come forth;go forth;egress|emerge|emerge|come forth;emerge
emerging,satellite,rising|emergent
eminent,satellite,high|lofty;soaring;towering
emollient,noun,cream;ointment
emollient,satellite,demulcent;salving;softening
emotional,satellite,aroused;excited;worked up
emotionless,satellite,passionless
emotive,satellite,affectional;affective
empathetic,satellite,empathic
empathic,satellite,empathetic
emphasised,verb,underscore;underline;emphasize;emphasise|stress;emphasize;emphasise;punctuate;accent;accentuate
emphasised,satellite,emphatic;emphasized
emphasized,verb,stress;emphasize;emphasise;punctuate;accent;accentuate|underscore;underline;emphasize;emphasise
emphasized,satellite,emphatic;emphasised
emphatic,satellite,emphasized;emphasised|exclamatory|forceful
empiric,adjective,empirical|empirical
empirical,adjective,empiric|empiric
employed,verb,use;utilize;utilise;apply;employ|hire;engage;employ
empowered,verb,empower;authorise;authorize|endow;indue;gift;empower;invest;endue
empowered,satellite,sceptered;sceptred
empty,verb,discharge|vacate;abandon|evacuate;void
empty,satellite,hollow;vacuous|empty-bellied
empty-bellied,satellite,empty
empty-handed,satellite,unrewarded
empty-headed,satellite,airheaded;dizzy;featherbrained;giddy;light-headed;lightheaded;silly
empurpled,verb,purple;empurple;purpurate
empurpled,satellite,over-embellished;purple
empyreal,adjective,empyrean
empyreal,satellite,empyrean;sublime
empyrean,noun,celestial sphere;sphere;firmament;heavens;vault of heaven;welkin
empyrean,adjective,empyreal
empyrean,satellite,empyreal;sublime
emulous,satellite,rivalrous
en deshabille,satellite,in dishabille
enabling,verb,enable
enamored,verb,capture;enamour;trance;catch;becharm;enamor;captivate;beguile;charm;fascinate;bewitch;entrance;enchant
enamored,satellite,infatuated;in love;potty;smitten;soft on;taken with
enate,noun,matrikin;matrilineal kin;matrisib;matrilineal sib
enate,satellite,enatic;maternal
enatic,satellite,enate;maternal
encased,verb,encase;incase;case
encased,satellite,cased;incased
enceinte,satellite,big;expectant;gravid;great;large;heavy;with child
enchained,verb,enchain
enchained,satellite,chained
enchanted,verb,enchant;enrapture;transport;enthrall;ravish;enthral;delight|capture;enamour;trance;catch;becharm;enamor;captivate;beguile;charm;fascinate;bewitch;entrance;enchant|hex;bewitch;glamour;witch;enchant;jinx
enchanting,verb,enchant;enrapture;transport;enthrall;ravish;enthral;delight|capture;enamour;trance;catch;becharm;enamor;captivate;beguile;charm;fascinate;bewitch;entrance;enchant|hex;bewitch;glamour;witch;enchant;jinx
enchanting,satellite,bewitching;captivating;enthralling;entrancing;fascinating
encircled,verb,encircle;circle|gird;encircle
encircled,satellite,surrounded
encircling,verb,encircle;circle|gird;encircle
encircling,satellite,skirting
enclosed,verb,envelop;enfold;enwrap;wrap;enclose|enclose;hold in;confine|enclose;close in;inclose;shut in|insert;enclose;inclose;stick in;put in;introduce
encomiastic,satellite,eulogistic;panegyric;panegyrical
encompassing,verb,embrace;encompass;comprehend;cover
encompassing,satellite,across-the-board;all-embracing;all-encompassing;all-inclusive;blanket;broad;extensive;panoptic;wide|surrounding;circumferent
encouraged,verb,promote;advance;boost;further;encourage|encourage|encourage
encouraged,satellite,bucked up
encouraging,verb,promote;advance;boost;further;encourage|encourage|encourage
encouraging,satellite,supporting
encroaching,verb,encroach;infringe;impinge|impinge;encroach;entrench;trench
encroaching,satellite,invasive;trespassing
encrusted,verb,encrust;incrust|encrust;incrust;beset|encrust;incrust
encrusted,satellite,crusted;crusty;crustlike
encumbered,verb,restrain;encumber;cumber;constrain
encyclical,noun,encyclical letter
encyclopaedic,satellite,encyclopedic
encyclopedic,satellite,encyclopaedic
end-to-end,adverb,throughout
endangered,verb,endanger;jeopardize;jeopardise;menace;threaten;imperil;peril|queer;expose;scupper;endanger;peril
endearing,verb,endear
endearing,satellite,adorable;lovely
ended,verb,end;stop;finish;terminate;cease|end;terminate|end;terminate|end
ended,satellite,complete;concluded;over;all over;terminated
endemic,noun,endemic disease
endemic,adjective,endemical
endemic,satellite,autochthonal;autochthonic;autochthonous;indigenous
endemical,adjective,endemic
endermatic,adjective,endermic
endermic,adjective,endermatic
endless,satellite,eternal;interminable|dateless;sempiternal
endocrinal,adjective,endocrine
endocrine,noun,hormone;internal secretion|endocrine gland;ductless gland
endocrine,adjective,endocrinal
endoergic,adjective,energy-absorbing
endogamic,adjective,endogamous|endogamous
endogamous,adjective,endogamic|endogamic
endogenetic,satellite,endogenic
endogenic,adjective,endogenous
endogenic,satellite,endogenetic
endogenous,adjective,endogenic
endomorphic,adjective,pyknic
endothermal,adjective,endothermic;heat-absorbing
endothermic,adjective,endothermal;heat-absorbing
endovenous,adjective,intravenous
endowed,verb,endow;indue;gift;empower;invest;endue|endow;dower
endozoan,noun,endoparasite;entoparasite;entozoan;entozoon
endozoan,adjective,entozoan
endozoic,adjective,entozoic;entozoan
endurable,satellite,bearable;sufferable;supportable
enduring,verb,digest;endure;stick out;stomach;bear;stand;tolerate;support;brook;abide;suffer;put up|weather;endure;brave;brave out|survive;last;live;live on;go;endure;hold up;hold out|suffer;endure|wear;hold out;endure|last;endure|prevail;persist;die hard;run;endure
enduring,satellite,abiding;imperishable|long-suffering
energetic,satellite,gumptious;industrious;up-and-coming
energising,verb,excite;energize;energise|stimulate;arouse;brace;energize;energise;perk up
energising,satellite,energizing;kinetic
energizing,noun,activating;activation
energizing,verb,stimulate;arouse;brace;energize;energise;perk up|excite;energize;energise
energizing,satellite,energising;kinetic
energy-absorbing,adjective,endoergic
energy-releasing,adjective,exoergic
energy-releasing,satellite,destructive-metabolic
energy-storing,satellite,constructive-metabolic
enervated,verb,enervate|faze;unnerve;enervate;unsettle
enervated,satellite,adynamic;asthenic;debilitated
enervating,verb,enervate|faze;unnerve;enervate;unsettle
enervating,satellite,debilitative;enfeebling;weakening
enfeebling,verb,enfeeble;debilitate;drain
enfeebling,satellite,debilitative;enervating;weakening
enforced,verb,enforce;implement;apply|enforce;impose
enforced,adjective,implemented
enfranchised,verb,affranchise;enfranchise|enfranchise
engaged,verb,prosecute;engage;pursue|absorb;engross;engage;occupy|hire;engage;employ|engage|betroth;engage;affiance;plight|engage|engage;wage|engage;enlist|lease;rent;hire;charter;engage;take|engage;mesh;lock;operate
